"Name","Type","GB"
"How to Set Up Your AI Lead Qualifier (Sheet-Triggered Version) (2).md","File","0"
"HDGREQUIREDQUANTITYANDCOST.xlsx","File","0"
"HELEN AHN CONTRACT.pdf","File","0"
"Hasanali Permit Receipt Umberland Dr Lewisville.pdf","File","0"
"Gwennel Slater COC.pdf","File","0"
"Gwennel Slater Estimate.pdf","File","0"
"Hermes Muse Local studio Agentic os.md","File","0"
"HERMES PM7 Workspace promts.md","File","0"
"HERMES JARVIS LOCAL STUDIO AGENTIC OS.md","File","0"
"HERFURTH INVOICE 41125.pdf","File","0"
"Hermes Agent + Claude Model Context Protocol (MCP).md","File","0"
"HunterParkProjectManual.pdf","File","0"
"image4.pdf","File","0"
"Image_20250605_0001.pdf","File","0"
"image4.jpeg","File","0"
"image2.jpeg","File","0"
"image2.pdf","File","0"
"IMG_1015.jpg","File","0"
"IMG_1055.jpg","File","0"
"IMG_0667.pdf","File","0"
"Image_20250807_0001.pdf","File","0"
"IMG_0667.JPG","File","0"
"IL_Contractor_License.rpt_21-06-2024_12-37-43.pdf","File","0"
"Image 9-21-24 at 9.28 AM.jpeg","File","0"
"IKO_RPRO_SECT_LOGO_EN.webp","File","0"
"IC-Construction-Submittal-Template-WORD.dotx","File","0"
"Ignacio id copy.pdf","File","0"
"image0 (4).jpeg","File","0"
"image1.jpeg","File","0"
"image0 (3).pdf","File","0"
"image.png","File","0"
"image0 (3).jpeg","File","0"
"M7 OS MASTER PLAYBOOK.md","File","0"
"M7 Playbook Consolidation & Deployment.md","File","0"
"M7 Obsidian Vault Architecture.md","File","0"
"M7 Obsidian Architecture (1).md","File","0"
"M7 Obsidian Architecture.md","File","0"
"M7_AGRICIDANIEL_ECOSYSTEM_AUDIT_2026-08-14.md","File","0"
"M7_BRAND_AUTHORITY_CONFLICT_REGISTER_2026-08-14.md","File","0"
"M7_AGENT_OS_PACK_AUDIT_2026-08-11.md","File","0"
"M7 Playbook SOP Core.md","File","0"
"M7 Unified Engine Playbook.md","File","0"
"LUCIA WEATHERALL ATR SIGNED_compressed.pdf","File","0"
"Lucko COS.pdf","File","0"
"loss below deductible letter_FC0012657_0040413015080 (1).pdf","File","0"
"local_seo_recommendations (1).pdf","File","0"
"local_seo_recommendations.pdf","File","0"
"M7 ENTERPRISE SYSTEM INITIALIZATION MANIFEST.md","File","0"
"M7 Master Playbook & Agentic Operating System (Consolidated)1.md","File","0"
"M7 Cinematic Site Generator SOP.md","File","0"
"LUCKO JOB SCHEDULER.pdf","File","0"
"M7 Agentic OS Master Execution.md","File","0"
"M7_CODEX_SAFE_SETUP_AND_SIONE_RECONCILIATION_2026-08-15.md","File","0"
"M7_SEO_REPOSITORY_INTEGRATION_RECEIPT_2026-08-14.md","File","0"
"M7_SEO_SYSTEM_MAP_2026-08-14.md","File","0"
"M7_SCAN_ONE_CLICK.bat","File","0"
"M7_OWNER_DECISION_QUESTIONS_2026-08-14.md","File","0"
"m7_playbook_interactive_experience.html","File","0"
"MadSky Scope Sheet (2).pdf","File","0"
"MadSky Scope Sheet.pdf","File","0"
"MadSky Scope Sheet (1).pdf","File","0"
"M7_STUDIO_FEATURES_MASTER_SOP.md","File","0"
"MadSky Scope Sheet (1) (1).pdf","File","0"
"M7_Dashboard_Live_3.jsx","File","0"
"M7_Dashboard_Live_4.jsx","File","0"
"M7_Dashboard_Live_2.jsx","File","0"
"M7_Dashboard_Live.jsx","File","0"
"M7_Dashboard_Live_1.jsx","File","0"
"M7_Master_Handoff.docx","File","0"
"M7_MASTER_HANDOFF_FOR_BROTHER.md","File","0"
"M7_MARKETING_VENDOR_REGISTRY_2026-08-14.yaml","File","0"
"M7_DIGITAL_MARKETING_EXECUTION_MASTER_SOP_2026-08-14.md","File","0"
"M7_EXECUTION_FIRST_ICM_PLAYBOOK_2026-08-14 (1).md","File","0"
"JOHNSON_K_Roof Slope Assessment Tool.xlsx","File","0"
"Jonathan Marrero RSAT.xlsx","File","0"
"Johnson Final Invoice.pdf","File","0"
"John Jewell Permit 11-28-2023.pdf","File","0"
"johnsmanville.png","File","0"
"JS","File","0"
"Junco_Initial Payment Letter_09.23.24 (1).pdf","File","0"
"Jordan 3rd Party Form.pdf","File","0"
"Jonathan_Marrero_RSAT (1).xlsx","File","0"
"Jonathan_Marrero_RSAT.xlsx","File","0"
"ITEL REPORT (2).pdf","File","0"
"ITEL Report - 06_02_2024 7_32 PM - 1.pdf","File","0"
"ITEL REPORT (1).pdf","File","0"
"ITEL Process (1).pdf","File","0"
"ITEL Process.pdf","File","0"
"Jenney cline.jpg","File","0"
"Jenny Junco Job Schedule.pdf","File","0"
"J3M15618597_06102025111916617.pdf","File","0"
"ITEL Report - 10_07_2024 12_03 PM - 1.pdf","File","0"
"ITEL REPORT.pdf","File","0"
"Junco_Initial Payment Letter_09.23.24.pdf","File","0"
"LIEN WAIVER TEMPLATE.pages","File","0"
"LIMU ROOF INSPECTION CHECKLIST.pdf","File","0"
"Liberty Updated Roofing Guidelines.pdf","File","0"
"letter.pdf","File","0"
"Lewisville Permit - Yuming Li White Rock dr.pdf","File","0"
"local-citations-auditor.zip","File","0"
"local-page-auditor.zip","File","0"
"LOCAL SEO NIKO INFO.md","File","0"
"LionsBridge Change Contact Form","File","0"
"Local Lead-Gen Playbook PM7.md","File","0"
"Kumaran Access Badge App.pdf","File","0"
"Landing Page for Scorprio.md","File","0"
"Kevin Arehart-Estimate-#E-1052.pdf","File","0"
"Junior Contractor ID.heic","File","0"
"KAVANAUGH OG ESTIMATE.PDF","File","0"
"LCG Insurance Contact Form 05.2024.pdf","File","0"
"leads.csv","File","0"
"LB app.pdf","File","0"
"landing_pages_development_request.md","File","0"
"landing_pages_development_request_1.md","File","0"
"Discovery Village Submittal (1).xlsx","File","0"
"Div. 7.2 - Metal Panels - BKES.pdf","File","0"
"Detail__SSTS05_Timberline_Series_Step_Flashing__PDF.pdf","File","0"
"debug.log","File","0"
"desktop.ini","File","0"
"down-net_http20250403-117-ou4xzj.jpg","File","0"
"down-net_http20250403-157-figt31.jpg","File","0"
"down-net_http20250403-108-53ifkl.jpg","File","0"
"Div. 7.3 - Roofing - BKES.pdf","File","0"
"door.jpg","File","0"
"Data_Sheet__Royal_Sovereign_English.pdf","File","0"
"Data_Sheet__STRUCTODEK_HD_Fiberboard.pdf","File","0"
"Data_Sheet__EverGuard_TPO_Walkway_Roll_468.pdf","File","0"
"Data_Sheet__EverGuard_TPO_Primer__Low_VOC_Primer_468.pdf","File","0"
"Data_Sheet__EverGuard_TPO_TJoint_Cover_Patch_468.pdf","File","0"
"DAVIS CSAA COS-Certificate of Satisfaction.pdf","File","0"
"Debate+Guided+Notes+-+Google+Docs.pdf","File","0"
"Davis ATR.pdf","File","0"
"Data_Sheet__Timberline_NS_Shingles.pdf","File","0"
"Davis ATR-repairs.jpg","File","0"
"down-net_http20250403-68-2m5ybe.jpg","File","0"
"DV SUBCONTRACT PINEAPPLE.pdf","File","0"
"EagleView PreAA2D - 110 N 30TH ST, WACO, TX, 76710-7222.pdf","File","0"
"DV procore stuff.pages","File","0"
"DV GUTTERS SPECS 7.5.23.pdf","File","0"
"DV procore stuff.doc","File","0"
"email_to_scorpion_landing_pages.md","File","0"
"EN_EnrollmentsSummary_2024_12_10_051340.pdf","File","0"
"email_to_scorpion_landing_pages (2).md","File","0"
"Email from USAA.pdf","File","0"
"email_to_scorpion_landing_pages (1).md","File","0"
"down-net_http20250403-82-tpwt25.jpg","File","0"
"down-net_http20250403-83-703z4l.jpg","File","0"
"down-net_http20250403-69-tlq94x.jpg","File","0"
"down-net_http20250403-68-8f55vq.jpg","File","0"
"down-net_http20250403-68-hfmxtn.jpg","File","0"
"Dropbox (1) - Shortcut.lnk","File","0"
"Drushti Raviraja Shetty.pdf","File","0"
"Downloads.lnk","File","0"
"down-net_http20250624-127-7846rb.jpg","File","0"
"down-net_http20250624-68-n3m3zm.jpg","File","0"
"cpl_by_campaign manus","File","0"
"Crittenden Estimate-1.pdf","File","0"
"Corley Permit App City of Lucas.pdf","File","0"
"contractor_reg.pdf","File","0"
"Corley Permit App City of Lucas (1).pdf","File","0"
"CSAA ATR-Work Authorization-Direction of Payment-2023.pdf","File","0"
"CSAA COS CERTIFICATE OF SATISFACTION - Austin & Richard Davis.pdf","File","0"
"CSAA ATR-Work Authorization-Direction of Payment-2023 (1).pdf","File","0"
"CSA WORK AUTHORIZATION FOR REPAIRS - John Immel.pdf","File","0"
"CSA WORK AUTHORIZATION FOR REPAIRS - Patrick Atkinson.pdf","File","0"
"Contractor Registration Application Fillable (1).pdf","File","0"
"Contractor Registration Application Fillable (2).pdf","File","0"
"Contractor Registration App Ft. Worth 2.pdf","File","0"
"Contractor Material Supplier Selection.pdf","File","0"
"Contractor Registration App Ft. Worth","File","0"
"contractor-marketing-main.zip","File","0"
"contractor_reg (1).pdf","File","0"
"Contractor Supplement Submission (2).pdf","File","0"
"Contractor Registration Application Fillable.pdf","File","0"
"Contractor Registration_202306070857173237.pdf","File","0"
"CSAA COS CERTIFICATE OF SATISFACTION - Jim Lucko.pdf","File","0"
"Data_Sheet__COMGN764PDF_Understanding_ASTM_C1289_Classifications.pdf","File","0"
"Data_Sheet__DrillTec_Steel__Plastic_Plates_COMDT235.pdf","File","0"
"Data_Sheet__COMEG832_EverGuard_Water_Block_and_Cut_Edge_Sealant_Info_Sheet.pdf","File","0"
"Data_Sheet__Cobra_Rigid_Vent_3_Sell_Sheet_RESCB173.pdf","File","0"
"Data_Sheet__COMEG832_EverGuard_Water_Block_and_Cut_Edge_Sealant_Info_Sheet (1).pdf","File","0"
"Data_Sheet__EverGuard_TPO_6_Cover_Tape_468.pdf","File","0"
"Data_Sheet__EverGuard_TPO_and_EverGuard_Extreme_TPO_Universal_Corner_COMEG190.pdf","File","0"
"Data_Sheet__EverGuard_Cleanweld_468.pdf","File","0"
"Data_Sheet__EverGuard_and_EverGuard_Extreme_TPO_UN55_Detailing_Membrane_COMEG196.pdf","File","0"
"Data_Sheet__EverGuard_and_EverGuard_Extreme__TPO_Vent_Boot_COMEG160.pdf","File","0"
"CSAA COS-Certificate of Satisfaction-2023 (1) - signed.pdf","File","0"
"CSAWORK AUTHORIZATION FOR REPAIRS - Kyle Johnson.pdf","File","0"
"CSAA COS-Certificate of Satisfaction-2023 (1) - signed (2).pdf","File","0"
"CSAA COS-Certificate of Satisfaction-2023 (1) (1).pdf","File","0"
"CSAA COS-Certificate of Satisfaction-2023 (1) - signed (1).pdf","File","0"
"daily_briefing_2026-03-17.pdf","File","0"
"Data Sheet ; Underlaymenttamko-tw-underlayment-data-sheet.pdf","File","0"
"CustomReceiptFWACA.pdf","File","0"
"Customer Copy Final Draft.pdf","File","0"
"CustomReceiptFWACA (1).pdf","File","0"
"GetJobSchedulerTemplate (3) (edited) (edited) (Page 1).jpg","File","0"
"GetJobSchedulerTemplate (3) (edited) (edited) (Page 1).png","File","0"
"GetJobSchedulerTemplate (3) (edited) (edited) (Page 1) (1)_2.pdf","File","0"
"GetJobSchedulerTemplate (3) (edited) (edited) (Page 1) (1).png","File","0"
"GetJobSchedulerTemplate (3) (edited) (edited) (Page 1) (1)_1.pdf","File","0"
"Golden Rule Charter School Revised Bid.pdf","File","0"
"Google ads Keyword csv.csv","File","0"
"Global m7 v3.md","File","0"
"GetJobSchedulerTemplate.pdf","File","0"
"Global M7 v2.md","File","0"
"gemini_ad_copy.pdf","File","0"
"General Contractor License - Trophy Club 2024.pdf","File","0"
"gbp_optimization_guide.pdf","File","0"
"Gala Dinner to be sent.xlsx","File","0"
"gbp_optimization_guide (1).pdf","File","0"
"George Peet est approval.pdf","File","0"
"GetJobSchedulerTemplate (3) (edited) (edited) (Page 1) (1).jpg","File","0"
"George Peet - Estimate.pdf","File","0"
"General Permit Application 9_25_202510070927499793.pdf","File","0"
"GenFlex-1-900x444.jpg","File","0"
"google ads setup guide.pdf","File","0"
"Government Issued ID (2).zip","File","0"
"Government Issued ID.JPG","File","0"
"Government Issued ID (2).JPG","File","0"
"Gordon Approved Estimate.pdf","File","0"
"Government Issued ID (1).JPG","File","0"
"GROUNDING.md","File","0"
"Gwennel Slater COC (PMNT).pdf","File","0"
"GrandPrairieFS6_PermitDrawings_2023.11.02-compressed-extracted.pdf","File","0"
"Grand Prairie Permit - Gatske.pdf","File","0"
"GrandPrairieEOC_PermitDrawings_2023.11.02-compressed-extracted.pdf","File","0"
"Google_SEO_Tracking_Setup_Guide_for_Roofing_Contractors (1).pdf","File","0"
"Google_SEO_Tracking_Setup_Guide_for_Roofing_Contractors (2).pdf","File","0"
"GoogleCloudSDKInstaller.exe","File","0"
"Google Workspace Studio Prompt_ AI Roofing Lead Qualifier.md","File","0"
"Google Workspace Studio Setup Guide for Pineapple Contractors.md","File","0"
"Google_Workspace_Studio_Setup_Guide_for_Pineapple_Contractors (1).pdf","File","0"
"Google_Workspace_Studio_Setup_Guide_for_Pineapple_Contractors.pdf","File","0"
"Google_Workspace_Studio_Prompt_AI_Roofing_Lead_Qualifier.pdf","File","0"
"Google_SEO_Tracking_Setup_Guide_for_Roofing_Contractors.pdf","File","0"
"Google_Workspace_Studio_Prompt_AI_Roofing_Lead_Qualifier (1).pdf","File","0"
"farmers+acv+roofing+program.pdf","File","0"
"farmers.pdf","File","0"
"Facebook_Ads_Analysis_Siosaia.docx","File","0"
"Fable 5 Skill (resource).zip","File","0"
"facebook instagram ads guide.pdf","File","0"
"FILE_2313.pdf","File","0"
"FILE_3884.pdf","File","0"
"Files.zip","File","0"
"FC0012106_0048330669748.pdf","File","0"
"FC0012657_0040413015080.pdf","File","0"
"Estimates 5825.pdf","File","0"
"Estimates 61325.pdf","File","0"
"Estimate-Panther Creek.pdf","File","0"
"Estimate 31025.pdf","File","0"
"Estimate-Malcolm's Point Retail (1).pdf","File","0"
"f4faca75-353b-4308-99a6-f57524ce0240_project_approved_wCondition.pdf","File","0"
"FABLE 5 PROMTSA.pdf","File","0"
"Estimates2.png","File","0"
"Estimates-Wilmer Police Department & Public Works (1).pdf","File","0"
"Estimates.png","File","0"
"FILE_7767.pdf","File","0"
"Gala Dinner Invitees 30Jan (1).xlsx","File","0"
"Gala Dinner Invitees 30Jan.xlsx","File","0"
"GAF Shingle Impact Resistance Classification Update 11.12.24.pdf","File","0"
"Frisco Bldg Inspection Contacts List 2024.pdf","File","0"
"fw9.pdf","File","0"
"Gala Dinner Invitees v4 Feb4.xlsx","File","0"
"Gala Dinner Invitees.xlsx","File","0"
"Gala Dinner Invitees v2 28Jan.xlsx","File","0"
"Gala Dinner Invitees Feb 5.xlsx","File","0"
"Gala Dinner Invitees Feb 6.xlsx","File","0"
"Final Invoice 32125.pdf","File","0"
"FINAL INVOICE TEMPLATE.docx","File","0"
"Final Draft with Age, Life, and Condition.pdf","File","0"
"Filipe Martinez est approval.pdf","File","0"
"Final Draft with Age, Life, and Condition - Estimate - Harrison.pdf","File","0"
"FORT WORTH RE ROOF PERMIT FAQ.pdf","File","0"
"Frico Building Inspection Contact list 2024.pdf","File","0"
"Fort Worth Permit Receipt - Christos Papadelis Lands End St.pdf","File","0"
"FINAL_SUMMARY.md","File","0"
"Fort Worth Permit Receipt - Charles Greene Biddison St.pdf","File","0"
